domain,x,y,z,r,phi_rad,u_pred,v_pred,w_pred,p_pred,T_pred,case_id,Th_in_K,Tc_in_K,uh_in_mps,uc_in_mps
hot_fluid,-1.2706414e-10,0.0029068885,0.013085106,0.0029068885,1.5707964,0.0030846093,0.022514613,-0.47001386,300.6478,305.32883,case_016,311.0,283.5,0.6,1.4
hot_fluid,-1.4672101e-10,0.0033565855,0.013085106,0.0033565855,1.5707964,0.0039037215,-0.0003776104,-0.44217578,271.10904,305.28238,case_016,311.0,283.5,0.6,1.4
hot_fluid,-1.6403907e-10,0.0037527767,0.013085106,0.0037527767,1.5707964,0.026388297,-0.0032285294,-0.4079065,330.8433,304.88724,case_016,311.0,283.5,0.6,1.4
hot_fluid,-1.7969583e-10,0.004110961,0.013085106,0.004110961,1.5707964,0.026086522,4.793998e-06,-0.35988897,312.2113,305.15103,case_016,311.0,283.5,0.6,1.4
hot_fluid,-1.9409366e-10,0.0044403453,0.013085106,0.0044403453,1.5707964,0.007462407,0.018806186,-0.32134086,317.88617,305.4071,case_016,311.0,283.5,0.6,1.4
hot_fluid,-2.0749487e-10,0.0047469293,0.013085106,0.0047469293,1.5707964,-0.0072688316,0.022685597,-0.30581477,343.4862,305.5213,case_016,311.0,283.5,0.6,1.4
hot_fluid,-2.2008152e-10,0.0050348784,0.013085106,0.0050348784,1.5707964,-0.01408528,0.015772363,-0.25785664,329.04752,305.23083,case_016,311.0,283.5,0.6,1.4
hot_fluid,-2.3198632e-10,0.0053072283,0.013085106,0.0053072283,1.5707964,-0.01135504,0.008118297,-0.20524836,295.50656,305.13116,case_016,311.0,283.5,0.6,1.4
hot_fluid,-2.433093e-10,0.0055662678,0.013085106,0.0055662678,1.5707964,-0.008269251,-0.0017653455,-0.16002856,318.06186,305.2262,case_016,311.0,283.5,0.6,1.4
hot_fluid,-2.5412827e-10,0.005813777,0.013085106,0.005813777,1.5707964,-0.004473344,0.00027733145,-0.11832425,306.49844,304.7712,case_016,311.0,283.5,0.6,1.4
hot_fluid,-2.6450506e-10,0.0060511706,0.013085106,0.0060511706,1.5707964,-0.0024600797,0.0018609713,-0.08172854,304.18924,304.86395,case_016,311.0,283.5,0.6,1.4
hot_fluid,-2.744899e-10,0.006279597,0.013085106,0.006279597,1.5707964,-0.0020803725,0.00026950895,-0.039802928,285.79675,304.81992,case_016,311.0,283.5,0.6,1.4
hot_fluid,-2.8412403e-10,0.0065,0.013085106,0.0065,1.5707964,-0.0,0.0,-0.0,248.65968,305.06186,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0,0.0,0.013085106,0.0,3.1415927,0.0035635794,-0.02279205,-0.6221209,308.45807,305.3202,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0002190612,0.0016639348,0.013085106,0.0016782929,1.701696,-3.7487043e-06,0.023920417,-0.58533597,321.82132,305.21536,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.00030979936,0.0023531595,0.013085106,0.0023734649,1.701696,0.01478799,0.032525755,-0.51953083,306.3973,305.24524,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.00037942515,0.0028820196,0.013085106,0.0029068883,1.701696,0.012868295,-0.013749302,-0.49607882,323.61896,305.18777,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0004381224,0.0033278696,0.013085106,0.0033565857,1.701696,-0.0038794181,0.013290426,-0.43123278,310.32278,305.5506,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.00048983574,0.0037206712,0.013085106,0.003752777,1.701696,-0.0162915,0.01994581,-0.39727378,305.78976,305.4849,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0005365882,0.0040757917,0.013085106,0.004110961,1.701696,-0.027300166,0.020644972,-0.37775704,317.58182,305.1345,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0005795815,0.0044023576,0.013085106,0.0044403453,1.701696,-0.010963143,-0.016342174,-0.30841908,328.18808,304.85867,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0006195987,0.004706319,0.013085106,0.0047469297,1.701696,-0.014646851,-0.023648119,-0.25545126,283.4033,304.72104,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.00065718364,0.0049918042,0.013085106,0.0050348784,1.701696,-0.019860147,-0.0071657593,-0.25109953,322.38284,304.9762,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0006927324,0.0052618245,0.013085106,0.0053072283,1.701696,-0.009794406,0.008190724,-0.21626946,336.52374,305.22153,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0007265439,0.005518648,0.013085106,0.005566268,1.701696,-0.007138095,0.0077266432,-0.16916913,335.60458,305.24698,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0007588503,0.0057640392,0.013085106,0.0058137765,1.701696,-0.011755589,0.0024844431,-0.12627585,324.2698,305.11542,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0007898364,0.005999402,0.013085106,0.0060511706,1.701696,-0.0067248195,-0.0006013845,-0.08495659,319.48135,305.26242,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.00081965205,0.006225874,0.013085106,0.006279597,1.701696,-0.0021041739,-0.0001458214,-0.041094936,317.6534,305.24466,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.00084842043,0.006444392,0.013085106,0.0065,1.701696,-0.0,0.0,-0.0,319.0729,305.5216,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0,0.0,0.013085106,0.0,3.1415927,0.0035635794,-0.02279205,-0.6221209,308.45807,305.3202,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0004343741,0.0016211063,0.013085106,0.0016782928,1.8325957,0.015514797,0.027561955,-0.560219,307.931,305.39606,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.00061429775,0.0022925907,0.013085106,0.0023734644,1.8325957,0.027049068,0.031752378,-0.5114158,307.9612,305.35608,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.000752358,0.0028078386,0.013085106,0.0029068883,1.8325957,-0.00268949,0.036567222,-0.5111373,299.02377,305.47678,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0008687482,0.0032422126,0.013085106,0.0033565855,1.8325957,-0.022834117,0.014042817,-0.44532478,312.7137,305.2863,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.00097128993,0.0036249037,0.013085106,0.0037527764,1.8325957,-0.037799712,0.002986596,-0.40936872,276.9194,305.3441,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.001063995,0.003970884,0.013085106,0.004110961,1.8325957,-0.0146734845,-0.013877466,-0.34849426,314.36478,304.8974,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0011492458,0.004289044,0.013085106,0.004440345,1.8325957,-0.027063064,0.00051535293,-0.3460758,270.64163,305.26276,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0012285955,0.0045851814,0.013085106,0.004746929,1.8325957,-0.01499047,0.010306548,-0.31059554,296.4947,305.27408,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0013031223,0.004863319,0.013085106,0.0050348784,1.8325957,-0.00072097045,-0.0075768624,-0.24242823,296.8627,305.50995,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0013736116,0.0051263887,0.013085106,0.0053072283,1.8325957,-0.0008219257,-0.009391678,-0.18658303,259.12,305.1339,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0014406559,0.0053766016,0.013085106,0.0055662673,1.8325957,0.0039102524,-0.00050728134,-0.15524906,314.66312,305.2647,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.001504716,0.005615677,0.013085106,0.0058137765,1.8325957,0.0008845324,0.0012178457,-0.12126822,331.52878,305.43793,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.001566158,0.005844982,0.013085106,0.0060511706,1.8325957,-0.003987514,0.0055000265,-0.086241916,342.3408,305.41013,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0016252791,0.0060656248,0.013085106,0.006279597,1.8325957,-0.0013872809,0.004199403,-0.04347109,341.84402,305.45773,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0016823236,0.006278518,0.013085106,0.0065,1.8325957,-0.0,0.0,-0.0,336.45163,305.15442,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0,0.0,0.013085106,0.0,3.1415927,0.0035635794,-0.02279205,-0.6221209,308.45807,305.3202,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0006422548,0.0015505403,0.013085106,0.0016782928,1.9634954,0.01735489,0.053128537,-0.5597896,298.78033,305.5005,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0009082855,0.0021927955,0.013085106,0.0023734646,1.9634954,-0.005607248,0.01451174,-0.5394169,320.2351,305.35266,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.001112418,0.0026856149,0.013085106,0.0029068885,1.9634954,-0.0025522986,0.016820598,-0.4689543,279.79776,305.49927,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0012845095,0.0031010807,0.013085106,0.0033565855,1.9634954,-0.038796663,0.018380726,-0.45896456,283.57025,305.09,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0014361254,0.0034671137,0.013085106,0.003752777,1.9634954,-0.015066974,0.01830776,-0.40678072,326.06357,305.00494,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0015731966,0.003798033,0.013085106,0.004110961,1.9634954,-0.012631925,0.03796088,-0.37056324,292.26108,305.3643,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0016992465,0.004102344,0.013085106,0.0044403453,1.9634954,0.0122613385,0.022146065,-0.33406186,322.9842,305.2394,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.001816571,0.004385591,0.013085106,0.0047469293,1.9634954,0.011270933,0.010636231,-0.2818633,323.2613,305.21725,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0019267644,0.0046516214,0.013085106,0.005034879,1.9634954,-0.0016982154,0.017592195,-0.25427505,283.091,305.32104,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0020309882,0.0049032397,0.013085106,0.0053072283,1.9634954,-0.0057816403,0.009446459,-0.21179655,318.39243,305.15466,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0021301182,0.005142561,0.013085106,0.005566268,1.9634954,-0.010289983,-0.003002635,-0.16783023,323.25104,305.4291,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.002224836,0.0053712297,0.013085106,0.005813777,1.9634954,-0.00481801,-0.0056536305,-0.120843045,295.1776,305.38437,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0023156826,0.005590553,0.013085106,0.0060511706,1.9634954,-0.0006876199,-0.00123155,-0.07728341,291.13983,305.22784,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0024030975,0.0058015916,0.013085106,0.006279597,1.9634954,-0.0021021096,0.00019853319,-0.04108441,281.58994,305.13974,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0024874422,0.0060052173,0.013085106,0.0065000006,1.9634954,-0.0,0.0,-0.0,271.41888,305.39194,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0,0.0,0.013085106,0.0,3.1415927,0.0035635794,-0.02279205,-0.6221209,308.45807,305.3202,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0008391465,0.0014534441,0.013085106,0.0016782929,2.0943952,0.022043465,0.053921822,-0.56059617,285.70804,305.4784,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0011867324,0.0020554806,0.013085106,0.0023734646,2.0943952,-0.0046800985,0.020338267,-0.52881306,311.1994,305.4264,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0014534444,0.0025174392,0.013085106,0.0029068885,2.0943952,-0.01182886,-0.0013627151,-0.461469,298.4161,304.88132,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.001678293,0.0029068883,0.013085106,0.0033565857,2.0943952,-0.03010916,-0.009043718,-0.4020321,263.4505,305.13333,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0018763886,0.0032499998,0.013085106,0.0037527767,2.0943952,-0.0065648747,0.010562441,-0.39282164,307.46942,305.51453,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0020554808,0.0035601968,0.013085106,0.004110961,2.0943952,0.017638799,-0.0007750651,-0.36373094,320.8798,305.29092,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.002220173,0.0038454519,0.013085106,0.0044403453,2.0943952,0.010016809,0.008572965,-0.3258959,320.3921,305.25546,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0023734649,0.004110961,0.013085106,0.0047469293,2.0943952,-0.002021964,0.026857626,-0.2936627,302.1935,305.40933,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0025174394,0.0043603326,0.013085106,0.0050348784,2.0943952,-0.006565488,0.0048081223,-0.23669787,310.9621,305.23175,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0026536144,0.0045961943,0.013085106,0.0053072283,2.0943952,-0.009814466,-0.011706923,-0.18783812,276.02905,305.15866,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.002783134,0.0048205294,0.013085106,0.005566268,2.0943952,-0.012635363,-0.0034495876,-0.15594289,247.866,305.04874,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0029068887,0.0050348784,0.013085106,0.005813777,2.0943952,-0.0082084695,0.00708674,-0.12466515,325.94507,305.29724,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0030255858,0.0052404674,0.013085106,0.0060511706,2.0943952,-0.0026701326,0.004682827,-0.08039951,336.26453,305.21545,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.003139799,0.0054382905,0.013085106,0.006279597,2.0943952,-0.0012828723,0.0014024201,-0.04202521,328.20657,305.1228,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0032500005,0.005629165,0.013085106,0.0065000006,2.0943952,-0.0,0.0,-0.0,328.781,305.0897,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0,0.0,0.013085106,0.0,3.1415927,0.0035635794,-0.02279205,-0.6221209,308.45807,305.3202,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.00102168,0.0013314792,0.013085106,0.0016782928,2.2252948,0.021631,0.048229452,-0.565544,292.21103,305.39362,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0014448739,0.0018829961,0.013085106,0.0023734646,2.2252948,0.0019403996,-0.015671335,-0.5095782,302.00128,305.50153,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0017696017,0.0023061896,0.013085106,0.0029068885,2.2252948,-0.014315287,-0.009588505,-0.45102555,337.57288,304.77502,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.00204336,0.0026629583,0.013085106,0.0033565855,2.2252948,-0.03653294,0.011580069,-0.48064756,322.708,305.54218,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.002284546,0.0029772779,0.013085106,0.003752777,2.2252948,0.007404097,0.01096608,-0.41741937,307.98712,305.16006,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0025025948,0.0032614446,0.013085106,0.004110961,2.2252948,0.0027269823,0.0063628815,-0.36433625,287.8173,305.16702,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0027031112,0.0035227628,0.013085106,0.0044403453,2.2252948,0.011695879,0.0060033216,-0.29770723,288.73938,305.2967,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0028897477,0.0037659921,0.013085106,0.0047469293,2.2252948,-0.0008479642,-0.011616231,-0.27125284,288.78336,305.06702,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.00306504,0.0039944374,0.013085106,0.0050348784,2.2252948,-0.0055784713,-0.008869962,-0.22987291,316.44418,304.99023,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0032308362,0.004210507,0.013085106,0.0053072283,2.2252948,-0.015467408,-0.007936605,-0.20750184,320.13083,305.02267,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0033885294,0.004416017,0.013085106,0.0055662678,2.2252948,-0.01183347,-0.0010092489,-0.17475185,326.33722,305.17728,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0035392034,0.0046123792,0.013085106,0.005813777,2.2252948,0.0058361604,-0.0012118032,-0.12383412,339.1058,305.399,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0036837196,0.0048007164,0.013085106,0.0060511706,2.2252948,0.0013770772,0.0062079774,-0.085255556,324.11932,305.55258,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.003822777,0.004981939,0.013085106,0.006279597,2.2252948,-0.000267136,0.004976404,-0.043699346,317.73526,305.12524,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.00395695,0.005156797,0.013085106,0.0065000006,2.2252948,0.0,0.0,-0.0,328.31717,305.26407,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0,0.0,0.013085106,0.0,3.1415927,0.0035635794,-0.02279205,-0.6221209,308.45807,305.3202,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0011867322,0.0011867322,0.013085106,0.0016782928,2.3561945,0.01837527,0.04525433,-0.5815502,308.25186,305.23453,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0016782929,0.0016782929,0.013085106,0.0023734644,2.3561945,-0.021076532,0.010486705,-0.516384,303.87305,305.45273,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0020554806,0.0020554806,0.013085106,0.0029068885,2.3561945,0.0008205369,0.007711712,-0.43498704,310.79422,305.04852,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0023734644,0.0023734644,0.013085106,0.0033565855,2.3561945,-0.0029999968,0.053321987,-0.45970112,295.7461,305.25925,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0026536137,0.0026536137,0.013085106,0.0037527764,2.3561945,0.02574985,0.04120826,-0.41794714,329.4039,305.32648,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0029068885,0.0029068885,0.013085106,0.004110961,2.3561945,0.009346913,0.039196067,-0.3742879,297.40738,305.48972,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0031397983,0.0031397983,0.013085106,0.0044403453,2.3561945,-0.0004317085,0.013269407,-0.32302353,314.91428,305.08087,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0033565857,0.0033565857,0.013085106,0.004746929,2.3561945,-0.028092552,0.015479773,-0.30443928,305.41043,304.93713,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0035601966,0.0035601966,0.013085106,0.0050348784,2.3561945,-0.011588293,0.007466204,-0.24895634,321.61652,305.18015,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0037527771,0.0037527771,0.013085106,0.0053072283,2.3561945,-0.009735502,0.009122444,-0.21336015,296.22708,305.29755,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0039359457,0.0039359457,0.013085106,0.0055662678,2.3561945,-0.0020560974,0.012209224,-0.16902368,306.0763,305.15155,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.004110961,0.004110961,0.013085106,0.005813777,2.3561945,-0.0009818613,0.008949083,-0.12290792,278.97617,305.18958,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0042788237,0.0042788237,0.013085106,0.0060511706,2.3561945,-0.0026759093,0.009494495,-0.082269594,290.6764,305.16513,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.004440346,0.004440346,0.013085106,0.006279597,2.3561945,-0.00049408065,0.0032089807,-0.03848859,289.12918,305.01114,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0045961943,0.0045961943,0.013085106,0.0065,2.3561945,-0.0,-0.0,-0.0,290.3104,305.18863,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0,0.0,0.013085106,0.0,3.1415927,0.0035635794,-0.02279205,-0.6221209,308.45807,305.3202,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0013314792,0.00102168,0.013085106,0.0016782928,2.4870942,0.023809504,0.05304232,-0.6040166,319.4959,305.19016,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0018829961,0.0014448739,0.013085106,0.0023734646,2.4870942,-0.041099112,0.0025639206,-0.52919006,304.8593,304.93417,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0023061896,0.0017696017,0.013085106,0.0029068885,2.4870942,-0.013266785,-0.0024443865,-0.44120336,285.10587,305.2499,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0026629583,0.00204336,0.013085106,0.0033565855,2.4870942,-0.0065804473,0.044586297,-0.45460165,310.78238,305.06564,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0029772779,0.002284546,0.013085106,0.003752777,2.4870942,0.0005911821,0.007820681,-0.3823132,314.07758,305.40588,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0032614446,0.0025025948,0.013085106,0.004110961,2.4870942,-0.010031684,0.026305519,-0.35037613,275.7426,305.30426,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0035227628,0.0027031112,0.013085106,0.0044403453,2.4870942,-0.024611585,-0.002836542,-0.30313405,280.3786,304.92944,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0037659921,0.0028897477,0.013085106,0.0047469293,2.4870942,-0.028484253,0.004646678,-0.27425742,266.20724,305.19675,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0039944374,0.00306504,0.013085106,0.0050348784,2.4870942,-0.005988944,-0.0067420853,-0.23382553,282.39804,305.35703,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.004210507,0.0032308362,0.013085106,0.0053072283,2.4870942,0.0005914776,-0.0041968855,-0.19249211,317.59122,305.48462,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.004416017,0.0033885294,0.013085106,0.0055662678,2.4870942,0.0026749433,0.00821083,-0.15720935,334.73697,305.62482,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0046123792,0.0035392034,0.013085106,0.005813777,2.4870942,0.0005098014,0.0054330407,-0.116137795,314.09647,305.64142,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0048007164,0.0036837196,0.013085106,0.0060511706,2.4870942,0.0007090603,0.006915658,-0.07912044,314.14584,305.30414,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.004981939,0.003822777,0.013085106,0.006279597,2.4870942,-0.00025722504,0.0026389216,-0.040276848,332.1772,305.291,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.005156797,0.00395695,0.013085106,0.0065000006,2.4870942,-0.0,0.0,-0.0,303.46216,305.04758,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0,0.0,0.013085106,0.0,3.1415927,0.0035635794,-0.02279205,-0.6221209,308.45807,305.3202,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0014534441,0.0008391465,0.013085106,0.0016782929,2.6179938,0.028180592,0.061679255,-0.5968444,315.68774,305.16656,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0020554806,0.0011867324,0.013085106,0.0023734646,2.6179938,-0.05358178,0.018049529,-0.5620569,324.91483,304.9098,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0025174392,0.0014534444,0.013085106,0.0029068885,2.6179938,-0.002851096,0.0038965414,-0.48825365,259.66855,305.41928,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0029068883,0.001678293,0.013085106,0.0033565857,2.6179938,-0.0017167097,0.036443807,-0.466054,314.31488,305.15823,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0032499998,0.0018763886,0.013085106,0.0037527767,2.6179938,0.005446272,-0.010704973,-0.40468654,336.67554,305.22205,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0035601968,0.0020554808,0.013085106,0.004110961,2.6179938,-0.019451624,0.027588844,-0.39484015,322.44156,305.01828,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0038454519,0.002220173,0.013085106,0.0044403453,2.6179938,-0.0082366755,-0.013128077,-0.33297402,307.45206,305.06247,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.004110961,0.0023734649,0.013085106,0.0047469293,2.6179938,-0.007713456,-0.009986275,-0.28087896,274.2954,304.8983,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0043603326,0.0025174394,0.013085106,0.0050348784,2.6179938,-0.006119549,-0.0016186187,-0.25881287,306.92252,305.35086,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0045961943,0.0026536144,0.013085106,0.0053072283,2.6179938,-0.010905706,-0.0030596945,-0.2085792,314.0843,305.47897,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0048205294,0.002783134,0.013085106,0.005566268,2.6179938,0.00476428,0.007942037,-0.16870795,309.48685,305.35712,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0050348784,0.0029068887,0.013085106,0.005813777,2.6179938,0.0050649825,0.008143237,-0.12336759,293.92685,305.43158,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0052404674,0.0030255858,0.013085106,0.0060511706,2.6179938,0.001096445,0.002110128,-0.07901381,296.00082,305.21945,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0054382905,0.003139799,0.013085106,0.006279597,2.6179938,-0.0003398796,0.0007855842,-0.039634697,315.5037,304.77783,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.005629165,0.0032500005,0.013085106,0.0065000006,2.6179938,-0.0,-0.0,-0.0,324.80002,304.96054,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0,0.0,0.013085106,0.0,3.1415927,0.0035635794,-0.02279205,-0.6221209,308.45807,305.3202,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0015505403,0.00064225495,0.013085106,0.0016782929,2.7488935,0.025761139,0.060505964,-0.5548746,321.66275,305.23703,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0021927953,0.0009082857,0.013085106,0.0023734646,2.7488935,-0.027773647,0.04451398,-0.5051658,300.77292,304.96692,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0026856146,0.0011124182,0.013085106,0.0029068885,2.7488935,-0.0082223555,0.01729065,-0.474367,287.86807,305.15567,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0031010807,0.0012845099,0.013085106,0.0033565857,2.7488935,-0.011476749,0.024842823,-0.42312,304.45926,304.99213,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0034671135,0.0014361256,0.013085106,0.0037527767,2.7488935,0.0054618027,-0.0065530683,-0.37930617,261.75476,305.4872,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0037980329,0.001573197,0.013085106,0.004110961,2.7488935,-0.02796872,0.02188498,-0.3715923,270.81018,305.67776,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.004102344,0.0016992468,0.013085106,0.0044403453,2.7488935,-0.014285827,0.0004913696,-0.31687525,316.18884,304.98044,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0043855906,0.0018165715,0.013085106,0.0047469293,2.7488935,-0.008267805,-0.002854489,-0.25194982,260.43024,305.35205,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.004651621,0.0019267648,0.013085106,0.0050348784,2.7488935,-0.0017087648,0.019862346,-0.23924507,311.6801,305.74734,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0049032397,0.0020309887,0.013085106,0.0053072283,2.7488935,-0.0042831805,0.0064185145,-0.20382577,305.50577,305.61426,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0051425607,0.0021301187,0.013085106,0.0055662673,2.7488935,-0.0052965027,0.0018098836,-0.16479385,301.36734,305.48926,case_016,311.0,283.5,0.6,1.4
hot_fluid,-0.0053712293,0.0022248365,0.013085106,0.005813777,2.7488935,-0.0008239738,0.004736337,-0.12735541,317.77405,305.3916,case_016,311.0,283.5,0.6,1.4
